Body,Actual Tags,Predicted Tags
" 본원상표의 ""MILKTHISTLE""는‘엉겅퀴’의 뜻으로서 지정상품에 사용하는 경우 그 상품의 원재료를 보통으로 사용하는 방법으로 표시한 상표이므로 상표법 제6조 제1항 제3호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 그 지정상품 중 “약품 및 화장품 산업에서 사용되는 약제 또는 화학제를내포한 실리콘 수지제 마이크로캡슐(Silicone resin-basedmicrocapsules containingpharmaceutical agents or chemical agentsfor use in pharmaceutical and cosmetic industries)”은 여러 상품의 명칭을 포함하는 명칭이며, 또한, 그 지정상품 중 “자외선 흡수제 를 내포한 실리콘 수지제 마이크로캡슐(Siliconeresin-based microcapsules containing ultra-violet absorbingpreparations)”은 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 구체적이고 명확한 지정상품명으로 수정하면 다른 거절이유가 없는 한 등록받을 수 있습니다.2. 본원상표는 지정상품 중 “비타민을 내포한 실리콘 수지제 마이크로캡슐(Siliconeresin-based microcapsules containing vitamins)은 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 정확한 상품류로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※ 정확한 상품류 : 5류. 끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1.본원상표는 그 지정상품 중 『헬멧(의류용)』은 여러 지정상품을 포괄하는 명칭에 해당되며, 상품류구분도 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 명확한 지정상품명으로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다. ※ 명확한 상품명: 스포츠용 헬멧, 안전헬멧, 용접용 헬멧 등2.본원상표 는 지정 상품 『샌달,각반(脚絆),네커치프,목도리,반다나(Bandana),방한용 귀마개,방한용 장갑,벙어리장갑,숄,스카프,스타킹,스톨(Stoles),양말,에이프런』와 관련하여 볼 때 타인의 선등록 상표 제40-0480333호(NANCY GANZ)와 1요부의 칭호, 관념이 동일 또는 유사하고,○ 또한, 지정상품 『가면무도회복,롱코트,리버리(Liveries),망토,반바지,반코트,블루존(Blouson),사리(Saris),사파리,슈트,스목(Smocks),스커트,슬랙스(Slacks),신사복,아노락(Anorak - 운동용은 제외한다),아동복,양복바지,예복,오버롤(Overall),오버코트,원피스,유아복,이브닝드레스,자켓,작업복,잠바,채저블(Chasuables),청바지,케이프(Cape),콤비,탑코트,턱시도(Tuxedo),토가(Togas),투피스,튜닉(Tunic),파카(Parkas),펠리스(Pelisses),프록(Frocks),T셔츠,거들,나이트가운,남방셔츠,네글리제,드레싱가운,롬퍼즈,리어타드,만틸라(Mantillas),목욕복,바디스,보디셔츠,브레지어,블라우스,샤워캡,셔츠요크,셔츠프런트,속내의,속옷,수영모자,수영복,슈미젯(Chemisettes),슈미즈,스웨터,스웨트셔츠,스웨트팬츠,스포츠셔츠,슬립,와이셔츠,유니타드,잠옷,저지(Jerseys),조끼,카디건,칼라보호대(Collar protectors),케미솔(Chamisoles),코르셋,코슬렛(Corselets),탱크탑,테디(Teddies),페티코트(Petticoats),폴로셔츠,풀오버(Pullover),나이트캡,모자,의류용헤드기어,가죽 각반,가터(Garters),대님,양말서스펜더,의류용 멜빵,의류용 밸트,허리띠(웨이스트밴드)』와 관련하여 볼 때 타인의 선등록 상표 제40-0444794호(NANCYK)와 칭호, 관념이 동일 또는 유사한 상표이므로 각각 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.끝.","('관념유사', '발음유사', '상품 불명확')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 “수성 유향수지(乳香樹脂)(액)” 또는 “수성 매스틱(회반죽의 일종)”의 뜻으로서 그와 같은 성분과 관련이 있는 지정상품 전부에 사용하는 경우 그 상품의 성질(품질, 원재료, 효능, 용도 등)을 보통으로 사용하는 방법으로 표시한 상표이므로 상표법 제6조 제1항 제3호에 해당하여 상표등록을 받을 수 없습니다.2. 본원상표는 “수성 유향수지(乳香樹脂)(액)” 또는 “수성 매스틱(회반죽의 일종)”과 관련이 없는 지정상품 전부에 사용할 경우 일반수요자로 하여금 상품내용이 그와 관련이 있는 것으로 상품의 품질을 오인·혼동케 할 우려가 있으므로 상표법 제7조 제1항 제11호에 해당하여 상표등록을 받을 수 없습니다.끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제400002229호(ZENITH), 제400002230호(ZENITH)와 전부의 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 ‘골판지,기록기계용 종이,내산지(耐酸紙),등사원지용지,라이스페이퍼,루핑원지,무선전신용지,발광지,방수지,방유지,방화지,백판지,복사용지,선화지,셀로판지,신문용지,심전계용종이,안피지,어군탐지기용 습식기록지,여과지,왁스처리종이,유지(油紙),인쇄용지,장판지,전사지(轉寫紙),청사진용지,카본원지,커피여과지,컴퓨터프로그램기록용 종이테이프 및 카드,타자용지,판지,팩시밀리용지,포스트카드지,포장용지,표지,필기도화용지,한지,혼응지(混凝紙),황산지(黃酸紙),황판지,견출지,계산표,고무지우개,골필(骨筆),공책,관리표,괘지(罫紙),그림물감통,글자지우개판,금전분별용 및 계산용 정리쟁반,단어암기구,대장(臺帳),도장,도장재료,등사원지,등사원지판,루스리프식 바인더,루스리프용지,만년필,먹,먹물,메모지,명함용지,목탄연필,문방구용 녹말풀,문방구용 문서화일,문방구용 부레풀,문방구용 점성고무테이프,문방구용 접착테이프,문방구용 풀,문방구용고무풀,문방구용색인카드,문진(文鎭),미술용 수채화접시,방안지,벼루,볼펜,봉투,북엔드,분도기(分度器),분필,분필지우개,분필홀더,붓,비전기식 차트 포인터,사무용 고무밴드,사무용 골무,사무용 철침,사무용 클립,사무용 펀치,사무용급습구(給濕具),사무용지패드,사인펜,사진꽂는스탠드,샤프펜슬,서류봉투,서류폴더,석판,석필(石筆),수정액,수첩,스케치북,스크랩북,스탬프대,스탬프용 패드,스탬프케이스,압지(壓紙),압침,앨범,에칭용 침,연결자,연필,연필깎기,연필심,연필심홀더,연필홀더,용전(用箋),운형자,인장(印章),인주,일부인(日附印),잉크,잉크병,잉크스탠드,잉크지우개,잉크흡수용 패드,자기스탬프,자기칠판,자기펜,장부(帳簿),장서표,전표(傳票),제도용 T자,제도용 압핀,제도용 직각자,제도용 콤파스,제도용 패드,제도용 핀,제도용지,제도용트레이싱침,조각판,종이제 드로워 라이너,종이제나비매듭리본,종이죔쇠,지구의(地球儀),지철구,직각자,차트,책받침,철필,칠판,칠판지우개,침핀,카본페이퍼,캔버스,크레용,클립보드,트레이싱용 패턴,트레이싱페이퍼,파스텔,페이퍼나이프,페이퍼클립,펜,펜 또는 연필스탠드,펜대,펜상자,펜촉,펜케이스,펜클립,편지개봉용 칼,편지꽂이,편지지철,필가,필기구상자세트,필기구지지용 손목밴드,필통,필판,필판지우개,해면,호치키스,회화용 솔,회화용 이즐,회화용 팔레트,흡묵기,넘버링머신,등사기,등사판,문서세단기,비전기식크레디트카드 각인기,사무용 봉인기,사무용 서류절단기,사무용 접착테이프디스펜서,사무용서류코팅기,소인기(消印機),수동식라벨부착기구,스탬프프린터,우표요금계기,전동천공기,제도기,제도판,제본천공기,젤라틴판복사기,철판복사기,청사진복사기,체크라이터,카트리지리본,카트리지테이프,타자기,편지개봉기,편지봉함기,그림엽서,달력,도표,멜로디연하장,복사용 필체견본,부적,비자기식 전철표,비자기식 전화카드,비자기식 크레디트카드,설계도,수표,연하장,엽서,옷본(편물용목수단 옷본은 제외한다),우표,인쇄된 서식용지,인쇄된시간표,일기장,지도,카탈로그,티켓,팜플렛,포스터,브로마이드,사진,청사진,노래책,만화책,서적,소책자,습자 또는제도용 책,신문,악보,연감(年鑑),음악교재,잡지,전화번호부,정기간행물,학습지,핸드북,회보’와 관련하여 볼 때 타인의 선등록 상표 제40-0503463호(STAR EAST), 제40-0511218호(STAR EAST), 제40-0573318호(EASTsoft), 상표서비스표 제45-0004441호(도형,STAR EAST)와 1요부의 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 [휴대용 통신기계기구,MP3플레이어,녹음기계기구,녹음재생기구,음향재생장치,기록된 컴퓨터소프트웨어,기록된 컴퓨터프로그램,내려받기 가능한 컴퓨터 프로그램,비디오게임카트리지,전자수첩,전자펜,전자회로학습기,컴퓨터전자오락기구,휴대용 전자계산기,휴대용 전자번역기]와 관련하여 볼 때 타인의 선등록 상표 제450000315호(zzim), 제450000609호(찜)와 1요부의 칭호, 관념이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 ‘꿩고기,닭고기,돼지고기,말고기,소고기,양고기,오리고기,인조육,칠면조고기,토끼고기,건조란,달걀,동결란,메추리알,분말달걀,오리알,간,간으로 만든 파테(Pate),간으로 만든 페이스트,고기엑기스,고기젤리,돈까스,레닛(Rennet),베이컨,부용(Bouillon),부용제조제,브로스(Broth),블랙푸딩(블러드소시지),비프스테이크,샤르꾸떼리(Charcuterie),소시지,소위(胃),식용 골수,식용 젤라틴,육포,으깬소시지,통조림육,햄,햄버거용 고기,발효유, 분유(유아용은 제외한다),사와,산양유,양유,연유,요구르트,우유,유산균음료,유산음료,유장(乳漿),치즈,케피르,콘덴스트밀크,쿠미스(Koumiss),크림,휩크림(Whipped cream),버터,버터크림,쇼트닝,식용 경화유(硬化油),식용 골유,식용 들기름,식용 땅콩기름,식용 라놀린,식용 라드(Lard),식용 면실유,식용 소맥유,식용 아마인유,식용 옥수수기름,식용 우지(牛脂),식용 참기름,식용 코코넛지방팜유,식용 콩기름,식용 펙틴(Pectin),식용 평지기름,식용 해바라기유,식용고래기름(경지),식용분말유지,식용어유(魚油),식용올리브유,식용팜핵유,마가린’와 관련하여 볼 때 타인의 선등록 상표 제342984호 (꽃)와 주요부 칭호, 관념, 외관이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.","('관념유사', '발음유사', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제400508845(VZONE FLAT)호, 400451640(Vzone 17)호와 (1요부의 ) (칭호)가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 “비금속제 허니콤(non-metallic honeycomb)”은 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 정확한 상품류로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다. 끝.※ 정확한 상품류:20류","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 이 출원상표는 지정상품 「전부」와 관련하여 볼 때 타인의 선등록상표 제「635103(도형, Marche MOVENPiCK)」호와 주요부분의 하나가 칭호, 외관이 동일 또는 유사한 상표이므로 상표법 제7조제1항제7호에 해당하여 상표등록을 받을 수 없습니다.","('외관유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품중 “과실숙성촉진호르몬,맥류흑수병(黑穗病)예방제,밀고조병예방제,발아억제제,식물성장조절제,식물용 미량원소제제,식물육성제,식물호르몬제,토질개량제,포도나무병방지제”와 관련하여 볼 때 타인의 선등록 제400645595호(헤모텐 Hemo10)와 전부의 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.다만, 당초 출원서에 기재된 지정상품중 상기 지적된 상품을 제외한 지정상품만이 기재된 서지사항보정서를 제출하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 “나리싱크림,마스크팩,바디안에센스(Badian essence),비의료용 방향제,선밀크,선오일,스킨밀크,아이섀도,인체용방취제,일반화장수,입술광택제,콜드크림,콤팩트용 고형분,페이스파우더,향수,향유,화장용 수렴제”와 관련하여 볼 때 타인의 선등록 상표 제400578114(MOMO)호와 칭호, 관념, 외관이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('관념유사', '발음유사', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 지정 상품 “건(乾)과자,콘칩,크래커,”와 관련하여 볼 때 타인의 선등록 상표 제400121811호 (브이아이피 V. I. P), 제400251362호 (VIP 쵸코바)와 칭호, 관념이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 2. 본원상표는 지정상품 “건(乾)과자,콘칩,크래커”와 관련하여 볼 때, 타인의 선출원 상표 제400665970호 (VIP후르츠)와 칭호, 관념이 동일 또는 유사한 상표로서 상표법 제8조에 해당하여 상표등록을 받을 수 없습니다. 끝","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표의 상표구성중 'S'는 영어 알파벳의 하나로서 간단하고 흔한 표장으로 식별력이 없으며, “Diesel”은 지정상품과 관련하여 보통명칭에 해당되어 식별력이 없다 할 것이고, 상표 전체로서도 새로운 관념을 낳는 것도 아니어서 이를 지정상품에 사용하는 경우, 수요자가 누구의 업무와 관련된 상품을 표시하는 상표인지를 식별할 수 없으므로 상표법 제6조 제1항 제6호 및 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 ""가스대,싱크대,조리대,발열팩,가스냉장고,냉각기,냉각증발기,냉각탑,냉각통,냉동기,에어컨디셔너,환풍기,환풍기용 팬,수도꼭지용 좌금""을 제외한 전상품과 관련하여 볼 때 타인의 선등록 상표 제400157357(장수)호, 제400610729(도형, 장수 JS)호, 제400610730(장수몰 JANGSUMALL)호, 제400543523(도형, 장수)호, 제400610728(도형, 장수오성)호, 제400580837(장수수맥)호, 제400516901(장수촌)호, 제400545178(도형, 장수)호, 제400618227(도형, 장수 JS)호, 제400618227(도형, 장수 JS)호, 제400617745(도형, 장수침대 JANG SOO INDUSTRY CO.,LTD.)호, 제 400617743(도형, JANG SU BED)호, 제400600783(도형,장수돌침대 Silver Ceramic Mat)호, 제400600778(도형, 장수촌)호, 제400610240(도형, 장수촌)호, 제400605101(도형, 장수촌)호, 제400602797( 장수바이오믹스 JANGSOO BIOMIX)호, 제400601841(장수나노테크 JANGSOO NANOTECH)호, 제400601838(장수촌)호, 제400606030(도형, 장수촌)호, 제400601837((주)장수산업 JANG SOO INDUSTRY CO.,LTD.)호, 제 400627098(도형, 천하장수)호, 제 400580836(장수수맥)호, 제400086425(장수)호, 제400141931(도형, 장수거북)호, 제 400655007(장수천)호와 1요부의 칭호, 관념이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '외관유사')"
" 본원상표는 지정 상품 “감초과자,강정,건(乾)과자,건빵,냉동요구르트얼음과자,누가,다식,단팥빵,도넛,드롭스,땅콩과자,러스크(Rusk),롤리팝,롤빵,마지팬(Marzipan),마카롱(Macaroons),만두,맥아비스킷,머핀,무발효빵,바바로아,박하사탕과자,볼로,봉봉과자,비스킷,비의료용 추잉검,빙과용 셔벗,빵가루,사탕과자,사탕조림,산자,생강빵,쇼트브레드,슈크림,스프링 롤,식빵,식용 캔디,아몬드과자,아이스캔디,아이스케이크,아이스크림,약(藥)과자,양갱,얼음사탕,엿,와플(Waffles),웨이퍼스,잼빵,전과,젤리과자,초콜릿,카스타드,카스텔라빵,캐러멜캔디,케이크,케이크의 식용 장식품,케이크페이스트,콘칩,쿠키,크래커,크레이프,크리스마스트리장식용 과자,크림빵,타트(Tarts),타피,토르티야(Tortillas),파이,파테(P te),팝콘,패스티,패스틸(Pastilles),팬케이크,퍼프드라이스,페이스트리(Pastries),페티볼(Petit-beurre)비스킷,페티스포(Petits fours),편강,퐁당(Fondants),푸딩,프랄린(Pralines),할바(Halvah),핫케이크,햄버거용 빵,호떡,”와 관련하여 볼 때 타인의 선등록 상표 제400528426호 (롯데 조우커 LOTTE JOKER), 제400526098호 (쿠키조코)와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표중 “馬骨皮”는 “말의 뼈와 가죽“을 의미하여 이를 지정상품에 사용할 경우 상품의 품질을 오인·혼동케 할 우려가 있으므로 상표법 제7조 제1항 제11호에 해당하여 상표등록을 받을 수 없습니다. ( 관련상품 : 가죽잠바 ) 끝.,"('기타',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정상품 ‘전기마사지기,전기안마기,전기지압기,다이어트 마사지기(전기식일 경우),다이어트 지압기(전기식일 경우),다이어트안마기(전기식일 경우)’와 관련하여 볼 때 타인의 선등록 상표 제400498994(잼코)호와 칭호가 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.본원상표는 그 지정상품 중 ‘다이어트 마사지기,다이어트 지압기,다이어트안마기’는 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 끝.","('발음유사', '상품 불명확')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 “골프가방”은 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 정확한 상품류로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※ 정확한 상품류:28류","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 ‘카 네비게이션 시스템(car navigation systems),기타본류에 속하는 상품,상기상품의 리모트 컨트롤러 및 부품(remotecontrollers for aforesaid goods and parts for all the aforesaidgoods)’은 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 명확한 지정상품명으로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다. 끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중‘대두추출물/대두레시틴을 주원료로 하는 캅셀형태의 건강보조식품 ’은 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 정확한 상품류로 수정하면 심사 후 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※ 정확한 상품류:30류. 끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 『만년필,바인더,볼펜,사무용클립,사무용펀치,샤프펜슬,연필,연필깎기,지철구,직각자,클립보드,페이퍼나이프,페이퍼클립,편지개봉용칼,필기구상자세트,필통,호치키스』과 관련하여 볼 때 타인의 선등록 상표 제400650230(STACY KEIBLER)호와 칭호, 관념이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 “휴대용 화장품케이스(내용물이 채워지지 않은 것을 말한다),”와 관련하여 볼 때 타인의 선등록 상표 제400139022 (대미 DEMI)호와 칭호가 동일 또는 유사하고, 지정 상품 “소시지제조용 창자”와 관련하여 볼 때 타인의 선등록 상표 제400526268 (VALIO DEMI)호와 칭호가 동일 또는 유사하고, 지정 상품 “먹이주머니”와 관련하여 볼 때 타인의 선등록 상표 제400657554 (DAMY)호와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 ‘전부’가 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 명확한 지정상품명으로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다. 끝.※ 실내창용 블라인드, 목제블라인드, 목제 윈도우 쉐이드, 실내용 윈도우 쉐이드 등 지정상품의 재료, 용도에 대해 구체적 명시 필요.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 “국수,농산물이유식,도시락밥 (box meal),보존처리된완두콩 (preserved peas),샌드위치,식용글루텐 (gluten for food),콘플레이크 (corn flakes),파스타,포리지 (오트밀에 우유 또는 물을 넣어 만든 죽-porridge),피자,고기파이 (meatpie),냉동요구르트얼음과자 (frozen yoghurt-confectioneryice),롤리팝,롤빵,마시맬로(marshmallow),머핀,비스킷,비의료용 츄잉검,비의료용 풍선껌 (bubble gum not for medical purposes),사탕과자 (캔디임-sweetmeat-candy),셔벗 (sorbets-ice),식용 과일맛나는 딱딱한 캔디 (fruit flavored hardcandies for food),식용 부드러운 캔디 (soft candies for food),식용구미캔디 (gummy candies forfood),식용아몬드캔디(almond candies for food),식용젤라틴 구미캔디 (gelatin gummy candies for food),식용캐러멜캔디 (caramels candiesfor food),식용펙틴구미캔디 (pectin gummy candies for food),아이스크림,아침식사대용 시리얼칩 (cereal chips in substitution forbreakfast),젤리과자(jelly confectionery),초콜릿,컵케이크,케이크,콘칩,쿠키,타트,토르티야,튀긴 밀로 만든 칩 (chips made of fried wheat),튀긴 밀로 만든 크래커(crackers made of fried wheat),튀긴 밀로 만든쿠키 (cookies made of fried wheat),튀긴밀로 만든 비스킷 (biscuits made of fried wheat),파이,팝콘,팬케이크,페이스트리,포테이토칩,푸딩”와 관련하여 볼 때 타인의 선등록 상표 제400615496호(바젤BASEL)와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
